No,Kabupaten/Kota,Nama Destinasi
1249,Kabupaten Pasuruan,Desa Wisata Tosari
1250,Kabupaten Pasuruan,Desa Wisata Palangsari
1251,Kabupaten Pasuruan,Desa Wisata Puspo
1252,Kabupaten Pasuruan,Desa Wisata Baledono
1253,Kabupaten Pasuruan,Desa Wisata Ngadiwono
1254,Kabupaten Pasuruan,Desa Wisata Bumi Areta Hijau
1255,Kabupaten Pasuruan,Desa Wisata Ngembal
1256,Kabupaten Pasuruan,Desa Wisata Ranu Klindungan
1257,Kabupaten Pasuruan,Desa Wisata New Arjuno
1258,Kabupaten Pasuruan,Desa Wisata Jimbaran
1259,Kabupaten Pasuruan,Desa Wisata Ringgitasri
1260,Kabupaten Pasuruan,Desa Wisata Jatiarjo
1261,Kabupaten Pasuruan,Desa Wisata Kertosari
1262,Kabupaten Ponorogo,Air Panas Tirta Husada
1263,Kabupaten Ponorogo,Air Terjun Coban Lawe
1264,Kabupaten Ponorogo,Air Terjun Jurang gandul
1265,Kabupaten Ponorogo,Air Terjun Pletuk
1266,Kabupaten Ponorogo,Goa Lowo Ponorogo
1267,Kabupaten Ponorogo,Gunung Beruk
1268,Kabupaten Ponorogo,Mloko Sewu
1269,Kabupaten Ponorogo,Ngebel Adventure Park
1270,Kabupaten Ponorogo,Sendang Bulus
1271,Kabupaten Ponorogo,Telaga Ngebel
1272,Kabupaten Ponorogo,Tubing Mendak
1273,Kabupaten Ponorogo,Brilliant Water Park
1274,Kabupaten Ponorogo,Bukit Suharto
1275,Kabupaten Ponorogo,Kampung Durian
1276,Kabupaten Ponorogo,Sumorobangun Flowers Biting
1277,Kabupaten Ponorogo,Taman Wisata Ngembag
1278,Kabupaten Ponorogo,Kolam Renang Tirto Menggolo
1279,Kabupaten Ponorogo,Festival Reyog Mini
1280,Kabupaten Ponorogo,Festival Nasional Reog Ponorogo
1281,Kabupaten Ponorogo,Makam Astana Srandil
1282,Kabupaten Ponorogo,Makam Batoro Katong
1283,Kabupaten Ponorogo,Makam Agung Kyai Ageng Muhammad Besari
1284,Kabupaten Ponorogo,Makam Tumenggung Djajengrono
1285,Kabupaten Ponorogo,Masjid Tegalsari
1286,Kabupaten Ponorogo,Pentas Reog Bulan Purnama
1287,Kabupaten Ponorogo,Pentas Reog Telaga Ngebel
1288,Kabupaten Ponorogo,Pentas Teater
1289,Kabupaten Ponorogo,Pentas Wayang Akhir Bulan
1290,Kabupaten Ponorogo,Petilasan Eyang Ismoyo / Klampis Ireng
1291,Kabupaten Ponorogo,Situs Watu Dukun
1292,Kabupaten Ponorogo,Beji Sirah Keteng
1293,Kabupaten Ponorogo,W.A.W. Joko Tingkir
1294,Kabupaten Ponorogo,Tumpak Lego Hill
1295,Kabupaten Ponorogo,Desa Setono
1296,Kabupaten Ponorogo,Desa Wisata Jurug
1297,Kabupaten Ponorogo,Ngambang Tirto Kencono
1298,Kabupaten Ponorogo,Keraton Water Park
1299,Kabupaten Ponorogo,Desa Ngendut
1300,Kabupaten Ponorogo,Gunung Gemplah
1301,Kabupaten Ponorogo,Desa Pager
1302,Kabupaten Ponorogo,Desa Munggu
1303,Kabupaten Ponorogo,Desa Srandil
1304,Kabupaten Ponorogo,Beji Kaponan
1305,Kabupaten Ponorogo,Desa Biting
1306,Kabupaten Ponorogo,Desa Wagir Lor
1307,Kabupaten Ponorogo,Desa Pupus
1308,Kabupaten Ponorogo,Desa Ngrogung
1309,Kabupaten Ponorogo,Pagerukir
1310,Kabupaten Ponorogo,Desa Talun
1311,Kabupaten Ponorogo,Desa Selur
1312,Kabupaten Ponorogo,Desa Mrayan
1313,Kabupaten Ponorogo,Desa Cepoko
1314,Kabupaten Ponorogo,Desa Caluk
1315,Kabupaten Ponorogo,Desa Wates
1316,Kabupaten Ponorogo,Desa Slahung
1317,Kabupaten Ponorogo,Desa Ngrayun
1318,Kabupaten Ponorogo,Desa Wonodadi
1319,Kabupaten Ponorogo,Desa Gajah
1320,Kabupaten Ponorogo,Desa Wringinanom
1321,Kabupaten Ponorogo,Desa Grogol
1322,Kabupaten Ponorogo,Desa Temon
1323,Kabupaten Ponorogo,Desa Pangkal
1324,Kabupaten Ponorogo,Desa Tumpak Pelem
1325,Kabupaten Ponorogo,Desa Ngadirejo
1326,Kabupaten Ponorogo,Desa Wagir Kidul
1327,Kabupaten Ponorogo,Desa Kesugihan
1328,Kabupaten Ponorogo,Desa Munggung
1329,Kabupaten Ponorogo,Desa Banaran
1330,Kabupaten Ponorogo,Pemancingan Dam Gendol
1331,Kabupaten Ponorogo,Desa Gontor
1332,Kabupaten Ponorogo,Desa Josari
1333,Kabupaten Ponorogo,Desa Ronosentanan
1334,Kabupaten Ponorogo,Desa Manuk
1335,Kabupaten Ponorogo,Desa Tatung
1336,Kabupaten Ponorogo,Desa Nglarangan
1337,Kabupaten Ponorogo,Desa Sumoroto
1338,Kabupaten Ponorogo,Desa Sampung
1339,Kabupaten Ponorogo,Desa Kunti
1340,Kabupaten Ponorogo,Desa Nglurup
1341,Kabupaten Ponorogo,Desa Jenangan
1342,Kabupaten Ponorogo,Desa Glinggang
1343,Kabupaten Ponorogo,Desa Sukorejo
1344,Kabupaten Ponorogo,Desa Paringan
1345,Kabupaten Ponorogo,Desa Sukosari
1346,Kabupaten Ponorogo,Desa Kadipaten
1347,Kabupaten Ponorogo,Kelurahan Patihan Wetan
1348,Kabupaten Ponorogo,Desa Sahang
1349,Kabupaten Ponorogo,Desa Jonggol
1350,Kabupaten Ponorogo,Desa Sidoharjo
1351,Kabupaten Ponorogo,Desa Krisik
1352,Kabupaten Ponorogo,Desa Pudak Wetan
1353,Kabupaten Ponorogo,Desa Bareng
1354,Kabupaten Ponorogo,Desa Pondok
1355,Kabupaten Ponorogo,Desa Karang Patihan
1356,Kabupaten Ponorogo,Desa Bulak
1357,Kabupaten Ponorogo,Desa Tegalsari
1358,Kabupaten Ponorogo,Desa Mrayan
1359,Kabupaten Ponorogo,Desa Brahu
1360,Kabupaten Ponorogo,Desa Baosan Lor
1361,Kabupaten Ponorogo,Desa Singgahan
1362,Kabupaten Ponorogo,Desa Baosan Kidul
1363,Kabupaten Ponorogo,Desa Gedangan
1364,Kota Probolinggo,BJBR (BeeJay Bakau Resort)
1365,Kota Probolinggo,Pantai Permata Pilang
1366,Kota Probolinggo,Kolam Renang Bayuangga
1367,Kota Probolinggo,Kolam Renang Olimpic
1368,Kota Probolinggo,Pelabuhan Pelelangan Ikan
1369,Kota Probolinggo,Sumber Sentong
1370,Kota Probolinggo,Taman Wisata Studi Lingkungan
1371,Kota Probolinggo,Gereja Merah
1372,Kota Probolinggo,Klenteng Tri Darma
1373,Kota Probolinggo,Museum Dr. Moch. Saleh
1374,Kota Probolinggo,Museum Kota Probolinggo
1375,Kabupaten Probolinggo,Agrowisata Strawberry Jetak
1376,Kabupaten Probolinggo,Agrowisata Strawberry Sapikerep
1377,Kabupaten Probolinggo,Agrowisata Sumberbendo
1378,Kabupaten Probolinggo,Air Terjun Desa Wisata Rengganis
1379,Kabupaten Probolinggo,Air Terjun Kali Pedati
1380,Kabupaten Probolinggo,Air Terjun Madakaripura
1381,Kabupaten Probolinggo,Air Terjun Umbulan
1382,Kabupaten Probolinggo,Binor Harmony
1383,Kabupaten Probolinggo,Bukit Betitang
1384,Kabupaten Probolinggo,Bukit Kembang Puncaksari
1385,Kabupaten Probolinggo,Gua Lebar
1386,Kabupaten Probolinggo,Gunung Bromo Ngadisari
1387,Kabupaten Probolinggo,Tirta Ronggojalu
1388,Kabupaten Probolinggo,Pantai Bahak
1389,Kabupaten Probolinggo,Pantai Bentar
1390,Kabupaten Probolinggo,Pantai Darmo
1391,Kabupaten Probolinggo,Pantai Dutah
1392,Kabupaten Probolinggo,Pantai Tambaksari
1393,Kabupaten Probolinggo,Pantai Tugu
1394,Kabupaten Probolinggo,Petik Buah
1395,Kabupaten Probolinggo,PT Noars Rafting
1396,Kabupaten Probolinggo,P30
1397,Kabupaten Probolinggo,Ranu Segaran Dan Air Panas
1398,Kabupaten Probolinggo,Ranu Agung
1399,Kabupaten Probolinggo,Regulo Lintas Nusantara Rafting
1400,Kabupaten Probolinggo,Songa Alam Lestari Rafting
1401,Kabupaten Probolinggo,Tirto Ageng
1402,Kabupaten Probolinggo,Wisata Agro Kebun Teh Andungbiru
1403,Kabupaten Probolinggo,Wisata Gili Ketapang
1404,Kabupaten Probolinggo,Wisata Tubing Desa Gading Wetan
1405,Kabupaten Probolinggo,Wisata Tubing Desa Sentul
1406,Kabupaten Probolinggo,Wisata Tubing Tiris
1407,Kabupaten Probolinggo,Bermi EcoPark
1408,Kabupaten Probolinggo,Bukit Dami
1409,Kabupaten Probolinggo,Bukit Gligir
1410,Kabupaten Probolinggo,Desa Wisata Sekar Anteng Green Park
1411,Kabupaten Probolinggo,Hapy Waterboom
1412,Kabupaten Probolinggo,Kampung Madu
1413,Kabupaten Probolinggo,Kolam Renang Marbagong
1414,Kabupaten Probolinggo,Pemandian Kokap
1415,Kabupaten Probolinggo,PT. Regulo Lintas Nusantara
1416,Kabupaten Probolinggo,PT. Pandawa Nusantara
1417,Kabupaten Probolinggo,Madakaripura Forest Park
1418,Kabupaten Probolinggo,Mahagoni Green Park
1419,Kabupaten Probolinggo,Pemandian Jabung Tirta
1420,Kabupaten Probolinggo,Waterboom Ayu Rezeki Kerpangan
1421,Kabupaten Probolinggo,Waterpark Modern
1422,Kabupaten Probolinggo,Wisata Agro Sumberbendo
1423,Kabupaten Probolinggo,Candi Jabung
1424,Kabupaten Probolinggo,Candi Kedaton
1425,Kabupaten Probolinggo,Wisata Religi Miniatur Kabah
1426,Kabupaten Probolinggo,Desa Wisata Adat Tengger & Edelweis Seruni
1427,Kabupaten Probolinggo,Desa Wisata Jetak
1428,Kabupaten Probolinggo,Desa Wisata Andung Biru
1429,Kabupaten Probolinggo,Desa Wisata Wonotoro
1430,Kabupaten Probolinggo,Desa Wisata Wonokerso
1431,Kabupaten Probolinggo,Desa Wisata Giliketapang
1432,Kabupaten Probolinggo,Desa Wisata Guyangan
1433,Kabupaten Probolinggo,Desa Wisata Sentul
1434,Kabupaten Probolinggo,Desa Wisata Gadingwetan
1435,Kabupaten Probolinggo,Desa Wisata Kalianan
1436,Kabupaten Probolinggo,Desa Wisata Binor Harmony
1437,Kabupaten Probolinggo,Desa Wisata Tirtoageng
1438,Kabupaten Probolinggo,Desa Wisata Pabean
1439,Kabupaten Probolinggo,Desa Wisata Wonokerto
1440,Kabupaten Probolinggo,Desa Wisata Banderan
1441,Kabupaten Probolinggo,Desa Wisata Bermi
1442,Kabupaten Probolinggo,Desa Wisata Ngadas
1443,Kabupaten Probolinggo,Desa Wisata Sapikerep
1444,Kabupaten Probolinggo,Desa Wisata Sariwani
1445,Kabupaten Probolinggo,Desa Wisata Negororejo
1446,Kabupaten Probolinggo,Desa Wisata Dungun
1447,Kabupaten Probolinggo,Desa Wisata Curah Sawo
1448,Kabupaten Probolinggo,Desa Wisata Sokokerto
1449,Kabupaten Probolinggo,Desa Wisata Kalibuntu
1450,Kabupaten Probolinggo,Desa Wisata Randutatah
1451,Kabupaten Probolinggo,Desa Wisata Segaran
1452,Kabupaten Probolinggo,Desa Wisata Ranuagung
1453,Kabupaten Probolinggo,Desa Wisata Ledokombo
1454,Kabupaten Probolinggo,Desa Wisata Banjarsawah
1455,Kabupaten Probolinggo,Desa Wisata Condong
1456,Kabupaten Probolinggo,Desa Wisata Betek Taman
1457,Kabupaten Probolinggo,Desa Wisata Pakuniran
1458,Kabupaten Sampang,Air Terjun Toroan
1459,Kabupaten Sampang,Goa Lebar
1460,Kabupaten Sampang,Hutan Kera Nepa
1461,Kabupaten Sampang,Karang Laut Mandangin
1462,Kabupaten Sampang,Pantai Camplong
1463,Kabupaten Sampang,Pantai Lon Malang
1464,Kabupaten Sampang,Waduk Klampis
1465,Kabupaten Sampang,Sumur Tujuh Panji Laras
1466,Kabupaten Sampang,Makam Sayid Utsman
1467,Kabupaten Sampang,Kawasan Makam Rato Ebuh
1468,Kabupaten Sampang,Situs Trunojoyo
1469,Kabupaten Sampang,Desa Wisata Agro Jambu Camplong Dan Mangrove Taddan
1470,Kabupaten Sampang,Desa Batik Kotah
1471,Kabupaten Sampang,Desa Budaya Napo laok
1472,Kabupaten Sampang,Desa Wisata Gerabah Tlambah
1473,Kabupaten Sampang,Desa Budaya Kerapan Sapi Ketapang barat
1474,Kabupaten Sampang,Desa Wisata Batik Montor
1475,Kabupaten Sampang,Desa Wisata Petualangan Panjat Tebing Murgua - Tamberu Daya
1476,Kabupaten Sampang,Kampung Belanda Krampon
1477,Kabupaten Sampang,Wisata mangroove sreseh
1478,Kabupaten Sidoarjo,Wisata Bahari Tlocor
1479,Kabupaten Sidoarjo,Alas Outbound Prambon
1480,Kabupaten Sidoarjo,Intako Tanggulangin
1481,Kabupaten Sidoarjo,Keraton Waterpark Krian
1482,Kabupaten Sidoarjo,Kolam Pancing Dan Rumah Makan Lesehan Delta Fishing
1483,Kabupaten Sidoarjo,Kolam Renang Antares
1484,Kabupaten Sidoarjo,Kolam Renang Candi Pari
1485,Kabupaten Sidoarjo,Kolam Renang Citra Garden
1486,Kabupaten Sidoarjo,Kolam Renang Citra Harmoni
1487,Kabupaten Sidoarjo,Kolam Renang Golden Aquatic
1488,Kabupaten Sidoarjo,Kolam Renang GOR
1489,Kabupaten Sidoarjo,Kolam Renang Ketegan Waterpark
1490,Kabupaten Sidoarjo,Kolam Renang Suko Asri
1491,Kabupaten Sidoarjo,Kusuma Tirta Minapolitan
1492,Kabupaten Sidoarjo,Legok Asri Outbound
1493,Kabupaten Sidoarjo,Permata Tas dan Koper Tanggulangin
1494,Kabupaten Sidoarjo,Permata Waterpark Tanggulangin
1495,Kabupaten Sidoarjo,Kolam Renang Puri Surya Jaya
1496,Kabupaten Sidoarjo,Water Park Suncity
1497,Kabupaten Sidoarjo,Candi Dermo
1498,Kabupaten Sidoarjo,Candi Lemah Duwur
1499,Kabupaten Sidoarjo,Candi Medalem
1500,Kabupaten Sidoarjo,Candi Pamotan
1501,Kabupaten Sidoarjo,Candi Pari
1502,Kabupaten Sidoarjo,Candi Sumur
1503,Kabupaten Sidoarjo,Candi Tawangalun
1504,Kabupaten Sidoarjo,Candi Wangkal
1505,Kabupaten Sidoarjo,Kampung Batik Al-Huda
1506,Kabupaten Sidoarjo,Kampung Batik Jetis
1507,Kabupaten Sidoarjo,Makam Adipati Terung Kulon
1508,Kabupaten Sidoarjo,Makam Dewi Ayu Sekardadu
1509,Kabupaten Sidoarjo,Makam Mbah Ud
1510,Kabupaten Sidoarjo,Yussar Fishing And Playground
1511,Kabupaten Sidoarjo,Museum Mpu Tantular
1512,Kabupaten Sidoarjo,Prasasti Kemlagen
1513,Kabupaten Sidoarjo,Situs Watu Tulis
1514,Kabupaten Sidoarjo,Pura Margo Wening
1515,Kabupaten Sidoarjo,Kampung Literasi Tapak Kalibendo
1516,Kabupaten Sidoarjo,Pulau Lusi
1517,Kabupaten Sidoarjo,Masjid Jami' Al-Abror
1518,Kabupaten Sidoarjo,Wisata Belanja Tanggulangin
1519,Kabupaten Sidoarjo,Minipark Watesari
1520,Kabupaten Sidoarjo,Agrowisata Petik Jambu Kebaron
1521,Kabupaten Sidoarjo,Kampung Lali Gadget
1522,Kabupaten Sidoarjo,Desa Wisata Budaya Wage Bersinar
1523,Kabupaten Situbondo,Air Terjun Talempong
1524,Kabupaten Situbondo,Batu Mingghigir
1525,Kabupaten Situbondo,Gunung Bunter
1526,Kabupaten Situbondo,Gunung Panceng
1527,Kabupaten Situbondo,Kampung Blekok
1528,Kabupaten Situbondo,Kampung Karang Kenek 26
1529,Kabupaten Situbondo,argowisata Kayumas
1530,Kabupaten Situbondo,Agrowisata Banongan
1531,Kabupaten Situbondo,Pantai Dubibir
1532,Kabupaten Situbondo,Pantai Muara Kasih
1533,Kabupaten Situbondo,Pantai Pasir Putih
1534,Kabupaten Situbondo,Pantai Tampora
1535,Kabupaten Situbondo,Plaza Rengganis
1536,Kabupaten Situbondo,Situbondo adventure
1537,Kabupaten Situbondo,Taman Nasional Baluran
1538,Kabupaten Situbondo,Barokah Park
1539,Kabupaten Situbondo,Cottok Innovation Park
1540,Kabupaten Situbondo,Dawuhan Milenial Garden
1541,Kabupaten Situbondo,Grand Pathek
1542,Kabupaten Situbondo,Kampung Kerapu
1543,Kabupaten Situbondo,Pemandian Taman
1544,Kabupaten Situbondo,Pabrik Gula Olean
1545,Kabupaten Situbondo,Utama Raya Beach
1546,Kabupaten Situbondo,Wisata Desa Patemon
1547,Kabupaten Situbondo,Makam KH Asad Syamsul Arifin
1548,Kabupaten Situbondo,Makam Syaikh Maulana Ishaq
1549,Kabupaten Situbondo,Desa Wisata Kebangsaan
1550,Kabupaten Situbondo,Wisata Karang Kenek Olean
1551,Kabupaten Sumenep,Gili Iyang
1552,Kabupaten Sumenep,Gili Labak
1553,Kabupaten Sumenep,Gua Kuning
1554,Kabupaten Sumenep,Gua Pajudan
1555,Kabupaten Sumenep,Goa Soekarno
1556,Kabupaten Sumenep,Mangrove Kedatim
1557,Kabupaten Sumenep,Pantai Badur
1558,Kabupaten Sumenep,Pantai Lombang
1559,Kabupaten Sumenep,Pantai Sembilan
1560,Kabupaten Sumenep,Pantai Slopeng
1561,Kabupaten Sumenep,Wisata Batu Kapur
1562,Kabupaten Sumenep,Wisata Bukit Kelompek
1563,Kabupaten Sumenep,Wisata Telaga Kirmata
1564,Kabupaten Sumenep,Mutiara Tirta
1565,Kabupaten Sumenep,Taman Tectona
1566,Kabupaten Sumenep,Tirta Sumekar Indah (TSI)
1567,Kabupaten Sumenep,Water Park Sumekar (WPS)
1568,Kabupaten Sumenep,Wisata Bukit Tinggi
1569,Kabupaten Sumenep,Wisata Sarkampong
1570,Kabupaten Sumenep,Asta Gumuk Kertasada
1571,Kabupaten Sumenep,Asta Joko Tole
1572,Kabupaten Sumenep,Asta K Faqih
1573,Kabupaten Sumenep,Asta Katandur
1574,Kabupaten Sumenep,Asta Panaongan
1575,Kabupaten Sumenep,Asta Sayyid Yusuf
1576,Kabupaten Sumenep,Makam Asta Tinggi
1577,Kabupaten Sumenep,Masjid Jamik Sumenep
1578,Kabupaten Sumenep,Museum dan Keraton
1579,Kabupaten Sumenep,Rumah Kasur Pasir
1580,Kabupaten Sumenep,Situs Batugong
1581,Kabupaten Sumenep,Situs Benteng
1582,Kabupaten Sumenep,Desa Wisata Bancamara
1583,Kabupaten Sumenep,Pantai Sembilan Gili Genting
1584,Kabupaten Sumenep,Desa Wisata Bumi Semaan
1585,Kabupaten Sumenep,Desa Lombang
1586,Kabupaten Sumenep,Desa Pekandangan
1587,Kabupaten Sumenep,Desa Karduluk
1588,Kabupaten Sumenep,Desa Slopeng
1589,Kota Surabaya,Ekowisata Mangrove Gunung Anyar
1590,Kota Surabaya,Ekowisata Mangrove Medokan Sawah
1591,Kota Surabaya,Ekowisata Mangrove Wonorejo
1592,Kota Surabaya,Pantai Ria Kenjeran
1593,Kota Surabaya,Ciputra Golf
1594,Kota Surabaya,Ciputra Water Park
1595,Kota Surabaya,Djoko Dolog
1596,Kota Surabaya,Fresh Market
1597,Kota Surabaya,GWalk
1598,Kota Surabaya,Kebun Binatang
1599,Kota Surabaya,Mirota Batik
1600,Kota Surabaya,Pasar Bunga Kayoon
1601,Kota Surabaya,Surabaya Carnival
1602,Kota Surabaya,Surabaya North Quay
1603,Kota Surabaya,Taman Hiburan Rakyat
1604,Kota Surabaya,Taman Prestasi
1605,Kota Surabaya,Taman Remaja
1606,Kota Surabaya,THP (Taman Hiburan Pantai) Kenjeran
1607,Kota Surabaya,Arca Joko Dolog
1608,Kota Surabaya,Balai Kota SSCT
1609,Kota Surabaya,De Javasche Bank Museum BI
1610,Kota Surabaya,House Of Sampoerna
1611,Kota Surabaya,Jalan Tunjungan MMT
1612,Kota Surabaya,Kampung Lawas Maspati
1613,Kota Surabaya,Kapal Artama III
1614,Kota Surabaya,Kawasan Wisata Religi Ampel
1615,Kota Surabaya,Klenteng Boen Bio
1616,Kota Surabaya,Klenteng Hok An Kiong
1617,Kota Surabaya,Loka Jala Crana
1618,Kota Surabaya,Makam Dr. Sutomo
1619,Kota Surabaya,Makam Sawunggaling
1620,Kota Surabaya,Makam Sunan Bungkul
1621,Kota Surabaya,Masjid Agung Sunan Ampel
1622,Kota Surabaya,Masjid AlAkbar
1623,Kota Surabaya,Masjid Ceng Ho
1624,Kota Surabaya,Monumen Kapal Selam
1625,Kota Surabaya,Monumen Tugu Pahlawan
1626,Kota Surabaya,Museum Dr Soetomo
1627,Kota Surabaya,Museum Kesehatan
1628,Kota Surabaya,Museum NU
1629,Kota Surabaya,Museum Olah Raga
1630,Kota Surabaya,Museum Pendidikan
1631,Kota Surabaya,Museum Surabaya
1632,Kota Surabaya,Perpustakaan BI
1633,Kota Surabaya,Museum  HOS Cokroaminoto
1634,Kota Surabaya,Museum Wage Rudolf Supratman
1635,Kota Surabaya,Pura Jagad Karana
1636,Kota Surabaya,Taman Budaya Jatim
1637,Kota Surabaya,TIC dan balai Pemuda
1638,Kota Surabaya,UPTD Ampel
1639,Kota Surabaya,Kampung Lawas
1640,Kota Surabaya,Kampung Wisata
1641,Kota Surabaya,Kampung Arab Ampel
1642,Kota Surabaya,Kampung Gundih
1643,Kota Surabaya,Wonorejo Mangrove
1644,Kota Surabaya,Sumur Welut
1645,Kabupaten Trenggalek,Goa Lowo
1646,Kabupaten Trenggalek,Hutan Mangrove
1647,Kabupaten Trenggalek,Pantai Cengkrong
